n_points,log2_n,gaussian_mean_log2_inv_eps,gaussian_std_log2_inv_eps,exponential_mean_log2_inv_eps,exponential_std_log2_inv_eps,student_t_mean_log2_inv_eps,student_t_std_log2_inv_eps
200,7.643856189774724,10.135451722677551,0.47282217257088477,3.5405085584801186,1.2943783477212818,3.9582791838771785,1.2241094663852725
400,8.643856189774725,11.368839036097867,0.8663849770858923,5.213740095404785,0.9847882975516752,4.477814024716148,1.5983068444047657
800,9.643856189774725,12.01741804603574,0.36794029607549894,6.180452768950632,0.5857670820038674,6.617721082852347,0.8634775117324994
1600,10.643856189774725,13.367769281935448,0.612430276908437,6.530603400801174,0.633205239457373,7.472202214683813,0.8950677593477262
3200,11.643856189774725,14.424311878376292,0.6422764897114049,7.887226912626834,0.5487553495468925,8.715297790000236,0.6031728265526349
