data_type,n_points,dimension,iteration,cost,error,normalized_error
student_t,4000,15,1,10.511096395993375,3.8376691800325333,0.25584461200216885
student_t,4000,15,2,9.417694420176383,1.3443118473238465,0.08962078982158975
student_t,4000,15,3,9.03441471946185,0.6449193713785422,0.04299462475856947
student_t,4000,15,4,8.953167853957074,0.3739687511362912,0.024931250075752743
student_t,4000,15,5,8.889712268480425,0.31977063250870785,0.021318042167247187
student_t,4000,15,6,8.88610029147456,0.2933619534900125,0.01955746356600083
student_t,4000,15,7,8.883446831037057,0.294597846539636,0.019639856435975732
student_t,4000,15,8,8.882696398683526,0.28217192133665825,0.01881146142244388
student_t,4000,15,9,8.882637596528289,0.284560937667101,0.01897072917780673
student_t,4000,15,10,8.882442998593655,0.28392121631494316,0.018928081087662876
student_t,4000,15,11,8.881979325219877,0.2818845603308472,0.018792304022056477
student_t,4000,15,12,8.88187918197432,0.28311337365226064,0.018874224910150707
student_t,4000,15,13,8.881674830371855,0.28384860392738237,0.01892324026182549
student_t,4000,15,14,8.881610168983512,0.2827589615881891,0.018850597439212604
student_t,4000,15,15,8.881598223000285,0.2808132587016011,0.01872088391344007
student_t,4000,15,16,8.881563018203439,0.2812797755746575,0.018751985038310496
student_t,4000,15,17,8.8815526160675,0.2819864523813906,0.018799096825426038
student_t,4000,15,18,8.881549584354621,0.2816335999637098,0.018775573330913984
student_t,4000,15,19,8.881548891796934,0.2817250529578526,0.01878167019719017
student_t,4000,15,20,8.88154888278773,0.28170060760717136,0.018780040507144755
student_t,4000,15,21,8.88154887561295,0.28171265626820663,0.018780843751213774
student_t,4000,15,22,8.881548875166796,0.2817104437082738,0.018780696247218252
student_t,4000,15,23,8.881548875118796,0.28171144581291235,0.018780763054194155
student_t,4000,15,24,8.881548875113314,0.28171091457079445,0.01878072763805296
student_t,4000,15,25,8.881548875110798,0.2817111923032581,0.018780746153550538
student_t,4000,15,26,8.88154887511074,0.2817111723966182,0.01878074482644121
student_t,4000,15,27,8.881548875110722,0.281711216206105,0.018780747747073664
student_t,4000,15,28,8.881548875110719,0.28171120278934003,0.018780746852622668
student_t,4000,15,29,8.881548875110719,0.28171122187322933,0.018780748124881952
