data_type,n_points,dimension,iteration,cost,error,normalized_error
gaussian,2000,15,1,0.09369381437052805,2.908820255444081,0.1939213503629387
gaussian,2000,15,2,0.03975349821655054,0.8215037109937003,0.05476691406624668
gaussian,2000,15,3,0.02777684675791389,0.2468682612027072,0.016457884080180476
gaussian,2000,15,4,0.026605156411548436,0.12987712085110728,0.008658474723407151
gaussian,2000,15,5,0.023024649419272188,0.0578722455210544,0.003858149701403626
gaussian,2000,15,6,0.02210932189183221,0.02955911557757255,0.001970607705171503
gaussian,2000,15,7,0.0210908155642746,0.007005943670596357,0.0004670629113730904
gaussian,2000,15,8,0.02092427652999548,0.004034278126003258,0.00026895187506688383
gaussian,2000,15,9,0.020906270456480816,0.0034107749321876644,0.0002273849954791776
gaussian,2000,15,10,0.0209057702880299,0.0034204030655183328,0.00022802687103455548
gaussian,2000,15,11,0.02090576733838535,0.003406901620003374,0.00022712677466689158
gaussian,2000,15,12,0.02090575792614229,0.0034084028604997865,0.00022722685736665241
gaussian,2000,15,13,0.020905755993346972,0.003412905096502398,0.00022752700643349316
gaussian,2000,15,14,0.02090575270319814,0.0034103427667137145,0.00022735618444758094
gaussian,2000,15,15,0.020905752635501887,0.003410713052208962,0.00022738087014726412
gaussian,2000,15,16,0.020905752633198355,0.0034104775419369644,0.00022736516946246426
gaussian,2000,15,17,0.020905752627105298,0.003410539222129952,0.00022736928147533013
gaussian,2000,15,18,0.02090575262640082,0.0034105691522076766,0.00022737127681384507
gaussian,2000,15,19,0.0209057526263963,0.0034105641630761668,0.00022737094420507774
gaussian,2000,15,20,0.020905752626395973,0.0034105635479660893,0.00022737090319773927
gaussian,2000,15,21,0.020905752626395838,0.0034105626660168027,0.00022737084440112017
gaussian,2000,15,22,0.02090575262639583,0.003410562563536378,0.00022737083756909184
gaussian,2000,15,23,0.020905752626395827,0.0034105623407034167,0.00022737082271356108
gaussian,2000,15,24,0.020905752626395824,0.003410562399055432,0.00022737082660369544
gaussian,2000,15,25,0.020905752626395824,0.003410562276563801,0.0002273708184375867
