data_type,n_points,dimension,iteration,cost,error,normalized_error
exponential,5000,50,1,53.69689618875476,43.68869665542379,0.8737739331084757
exponential,5000,50,2,50.191602491356655,34.82284111346897,0.6964568222693792
exponential,5000,50,3,43.32394412478683,8.928827713688626,0.1785765542737725
exponential,5000,50,4,43.20778587029311,18.288514296095947,0.3657702859219189
exponential,5000,50,5,42.72530683324217,15.602549451953497,0.3120509890390699
exponential,5000,50,6,42.3231211415624,9.94065666956628,0.19881313339132559
exponential,5000,50,7,41.926767763982575,11.816533273611874,0.23633066547223744
exponential,5000,50,8,41.88443404133984,12.985382107201007,0.2597076421440201
exponential,5000,50,9,41.857130353896636,13.04446112096642,0.2608892224193283
exponential,5000,50,10,41.83284690694099,13.207570370889675,0.26415140741779347
exponential,5000,50,11,41.811820550498574,13.238919173975034,0.26477838347950067
exponential,5000,50,12,41.807844166789124,13.21823650218885,0.264364730043777
exponential,5000,50,13,41.80783353604729,13.35733932911186,0.2671467865822372
exponential,5000,50,14,41.807791115448175,13.356897991206724,0.26713795982413446
exponential,5000,50,15,41.80666608458813,13.35513947966643,0.26710278959332856
exponential,5000,50,16,41.803561703711665,13.31316697597299,0.26626333951945974
exponential,5000,50,17,41.80242864547884,13.30377480697762,0.26607549613955234
exponential,5000,50,18,41.801548677039584,13.320727515537754,0.26641455031075506
exponential,5000,50,19,41.80005117614734,13.319319593602527,0.2663863918720505
exponential,5000,50,20,41.798049825367144,13.315852484737388,0.26631704969474773
exponential,5000,50,21,41.798018663098745,13.31569955635966,0.2663139911271932
exponential,5000,50,22,41.7980108793714,13.315661463316957,0.2663132292663391
exponential,5000,50,23,41.798006989220006,13.315642438295848,0.26631284876591693
exponential,5000,50,24,41.79800601678925,13.315637684225312,0.2663127536845062
exponential,5000,50,25,41.798005530600655,13.315635307526604,0.26631270615053204
exponential,5000,50,26,41.79800528751304,13.315634119261414,0.26631268238522826
exponential,5000,50,27,41.79800516597091,13.315633525149838,0.26631267050299673
exponential,5000,50,28,41.798005105200275,13.315633228099317,0.2663126645619863
exponential,5000,50,29,41.79800507481506,13.31563307957539,0.26631266159150774
exponential,5000,50,30,41.798005059622476,13.315633005313753,0.266312660106275
exponential,5000,50,31,41.79800505202619,13.315632968183014,0.2663126593636602
exponential,5000,50,32,41.79800504822805,13.315632949617665,0.2663126589923533
exponential,5000,50,33,41.79800504632898,13.315632940334991,0.2663126588066998
exponential,5000,50,34,41.79800504585421,13.31563293801433,0.2663126587602866
exponential,5000,50,35,41.798005045616826,13.315632936853987,0.2663126587370797
exponential,5000,50,36,41.79800504549813,13.315632936273817,0.26631265872547627
exponential,5000,50,37,41.79800504543878,13.315632935983723,0.2663126587196744
exponential,5000,50,38,41.79800504540911,13.31563293583867,0.26631265871677334
exponential,5000,50,39,41.7980050454054,13.315632935820542,0.2663126587164108
exponential,5000,50,40,41.79800504540529,13.315632935819975,0.2663126587163995
