data_type,n_points,dimension,iteration,cost,error,normalized_error
gaussian,5000,100,1,0.7672494327571163,140.54824261861623,1.4054824261861623
gaussian,5000,100,2,0.6932312664932637,130.3247836119758,1.303247836119758
gaussian,5000,100,3,0.4298070639531472,96.8569201928348,0.9685692019283481
gaussian,5000,100,4,0.25738744988666007,67.07315359462861,0.6707315359462861
gaussian,5000,100,5,0.21517154361940352,54.32964845992946,0.5432964845992946
gaussian,5000,100,6,0.14426636488831898,37.688323069441694,0.3768832306944169
gaussian,5000,100,7,0.13713340519281997,30.729362558338604,0.307293625583386
gaussian,5000,100,8,0.1176657242713563,29.230889414134978,0.2923088941413498
gaussian,5000,100,9,0.11609350204680237,23.94785811208944,0.23947858112089437
gaussian,5000,100,10,0.1096659174525563,23.07675750991287,0.2307675750991287
gaussian,5000,100,11,0.09037175022713911,20.33150943854936,0.2033150943854936
gaussian,5000,100,12,0.08171781512340086,17.795409808229085,0.17795409808229085
gaussian,5000,100,13,0.07039013417298076,15.433975037920536,0.15433975037920536
gaussian,5000,100,14,0.06883106630998766,15.055134152391435,0.15055134152391436
gaussian,5000,100,15,0.06859417029184335,14.682098908142551,0.14682098908142552
gaussian,5000,100,16,0.06790604933018927,14.60279152379743,0.14602791523797432
gaussian,5000,100,17,0.06766337700731809,14.512618144307016,0.14512618144307016
gaussian,5000,100,18,0.06755276842255666,14.348412108804588,0.14348412108804587
gaussian,5000,100,19,0.06743855214567702,14.29892047586133,0.1429892047586133
gaussian,5000,100,20,0.06739724880573562,14.227597795961684,0.14227597795961683
gaussian,5000,100,21,0.0673425067281152,14.196154092991833,0.14196154092991833
gaussian,5000,100,22,0.06732036454134573,14.068600727852418,0.14068600727852418
gaussian,5000,100,23,0.06728805512702621,14.036474094210437,0.14036474094210438
gaussian,5000,100,24,0.06644477456510159,13.48485028057832,0.1348485028057832
gaussian,5000,100,25,0.06360923572327254,12.795550918460808,0.12795550918460807
gaussian,5000,100,26,0.05984763093472184,11.984691937976004,0.11984691937976004
gaussian,5000,100,27,0.05475436601747797,11.206532691788395,0.11206532691788394
gaussian,5000,100,28,0.05395451187939123,10.986679296025375,0.10986679296025376
gaussian,5000,100,29,0.05362755555545048,10.812786692333953,0.10812786692333953
gaussian,5000,100,30,0.05353320311961092,10.78070572618829,0.10780705726188289
gaussian,5000,100,31,0.053518853148730096,10.718879497187784,0.10718879497187783
gaussian,5000,100,32,0.05347755687518487,10.713893756673892,0.10713893756673892
gaussian,5000,100,33,0.05345910266650149,10.70881047967859,0.1070881047967859
gaussian,5000,100,34,0.05345139920588347,10.654989341666456,0.10654989341666456
gaussian,5000,100,35,0.053445823670331405,10.684785290728358,0.10684785290728359
gaussian,5000,100,36,0.053443426043143546,10.639301954305294,0.10639301954305294
gaussian,5000,100,37,0.05344252244306563,10.664222619562645,0.10664222619562645
gaussian,5000,100,38,0.05343945405201209,10.632158467189106,0.10632158467189105
gaussian,5000,100,39,0.05336636855614668,10.467059968707206,0.10467059968707206
gaussian,5000,100,40,0.05129882120450166,10.03928811176521,0.1003928811176521
gaussian,5000,100,41,0.047112364186985195,9.325850266921314,0.09325850266921315
gaussian,5000,100,42,0.04689934418487908,9.05838887169147,0.0905838887169147
gaussian,5000,100,43,0.0468175218281918,8.975515709467057,0.08975515709467058
gaussian,5000,100,44,0.046797347622540286,8.99051599441326,0.08990515994413259
gaussian,5000,100,45,0.04678691139329935,9.01067188508548,0.0901067188508548
gaussian,5000,100,46,0.04678170361835492,8.969352752354665,0.08969352752354665
gaussian,5000,100,47,0.0467785194799758,8.976289446563058,0.08976289446563059
gaussian,5000,100,48,0.04677631173252267,8.933833394874007,0.08933833394874008
gaussian,5000,100,49,0.046775876045710346,8.902848823290029,0.08902848823290029
gaussian,5000,100,50,0.04677427373545271,8.900539408265644,0.08900539408265644
gaussian,5000,100,51,0.04677072490120692,8.875902132471323,0.08875902132471322
gaussian,5000,100,52,0.046738819877392666,8.697285562164833,0.08697285562164833
gaussian,5000,100,53,0.04577344620385042,8.405254800288468,0.08405254800288468
gaussian,5000,100,54,0.04273172044980503,7.59361821980812,0.07593618219808121
gaussian,5000,100,55,0.03697432863488964,6.371517445426424,0.06371517445426424
gaussian,5000,100,56,0.030002231619933283,4.797109863161762,0.04797109863161762
gaussian,5000,100,57,0.028841826512293587,4.649291106240466,0.04649291106240466
gaussian,5000,100,58,0.02873740446944122,4.460532511482015,0.04460532511482015
gaussian,5000,100,59,0.028656648664475995,4.468753568743712,0.04468753568743712
gaussian,5000,100,60,0.02862464896526978,4.4443773080977635,0.04444377308097763
gaussian,5000,100,61,0.028174632679631932,3.9647379831625464,0.039647379831625466
gaussian,5000,100,62,0.025462490131363515,3.4530776895961495,0.03453077689596149
gaussian,5000,100,63,0.0180017876492814,1.8258145431273896,0.018258145431273895
gaussian,5000,100,64,0.010999454518893182,0.6250942214121575,0.006250942214121575
gaussian,5000,100,65,0.009105008709850728,0.17780148819684127,0.0017780148819684127
gaussian,5000,100,66,0.008472442842972988,0.10274773614287461,0.001027477361428746
gaussian,5000,100,67,0.00842001837412257,0.08660537926957283,0.0008660537926957284
gaussian,5000,100,68,0.008415769198782223,0.08224983282334981,0.0008224983282334982
gaussian,5000,100,69,0.008406303405156565,0.07954985308857591,0.0007954985308857591
gaussian,5000,100,70,0.008404155683912444,0.07815486575679859,0.0007815486575679858
gaussian,5000,100,71,0.008404087338208834,0.0782165988477172,0.000782165988477172
gaussian,5000,100,72,0.00840406005152473,0.07813924043575972,0.0007813924043575972
gaussian,5000,100,73,0.008404058916964996,0.07816226296649344,0.0007816226296649344
gaussian,5000,100,74,0.008404058761073445,0.07814015783633621,0.0007814015783633621
gaussian,5000,100,75,0.00840405822812931,0.07814265622222583,0.0007814265622222582
gaussian,5000,100,76,0.008404058198374361,0.07815570395165815,0.0007815570395165815
gaussian,5000,100,77,0.008404058086174095,0.07815494426312547,0.0007815494426312547
gaussian,5000,100,78,0.008404057760752315,0.07815172709464771,0.0007815172709464771
gaussian,5000,100,79,0.00840405774781568,0.07814624354145597,0.0007814624354145597
gaussian,5000,100,80,0.008404057705251482,0.07814701480089879,0.0007814701480089879
gaussian,5000,100,81,0.008404057679439086,0.07814907597849843,0.0007814907597849843
gaussian,5000,100,82,0.008404057674915217,0.07814843518316507,0.0007814843518316507
gaussian,5000,100,83,0.008404057674376166,0.07814846115476694,0.0007814846115476694
gaussian,5000,100,84,0.008404057674357838,0.0781485112637734,0.0007814851126377339
gaussian,5000,100,85,0.008404057674314278,0.07814846352604514,0.0007814846352604514
gaussian,5000,100,86,0.008404057674310371,0.0781484336786462,0.0007814843367864619
gaussian,5000,100,87,0.008404057674308659,0.0781484514259076,0.0007814845142590759
gaussian,5000,100,88,0.008404057674307177,0.07814843930905169,0.0007814843930905169
gaussian,5000,100,89,0.00840405767430689,0.07814844194107437,0.0007814844194107437
gaussian,5000,100,90,0.008404057674306797,0.07814843645213013,0.0007814843645213013
gaussian,5000,100,91,0.008404057674306667,0.07814843942981779,0.0007814843942981779
gaussian,5000,100,92,0.008404057674306636,0.07814843801513623,0.0007814843801513623
gaussian,5000,100,93,0.008404057674306626,0.07814843850374865,0.0007814843850374865
gaussian,5000,100,94,0.008404057674306617,0.07814843768249541,0.0007814843768249541
gaussian,5000,100,95,0.008404057674306617,0.0781484381396857,0.000781484381396857
