method,data_type,dimension,sample_size,noise_level,trial,frame_error,runtime,success,initialization,gradient_norm,iterations,step_size,stopping_criterion
wfa1_manifold_optimization,gaussian_rotated,2,1000,0.05,6,0.00011500853888776489,4.6385908126831055,True,N/A,3.631666871134769e-10,22,-0.0,"Terminated - min step_size reached after 22 iterations, 4.63 seconds."
wfa1_manifold_optimization,gaussian_rotated,2,1000,0.05,7,0.00013133287068569816,3.7467892169952393,True,N/A,9.19526716384665e-10,17,-0.0,"Terminated - min step_size reached after 17 iterations, 3.74 seconds."
wfa1_manifold_optimization,gaussian_rotated,2,1000,0.05,8,2.98808980492642e-06,4.282009124755859,True,N/A,1.3605502384790972e-09,20,-0.0,"Terminated - min step_size reached after 20 iterations, 4.27 seconds."
wfa1_manifold_optimization,gaussian_rotated,2,1000,0.05,9,3.233280335632033e-05,4.000677108764648,True,N/A,2.0314178711569778e-09,18,-0.0,"Terminated - min step_size reached after 18 iterations, 3.99 seconds."
wfa1_manifold_optimization,gaussian_rotated,5,1000,0.05,0,4.938120782182748e-05,5.301223039627075,True,N/A,0.00013815273282727347,24,9.291856526846901e-13,"Terminated - min step_size reached after 24 iterations, 5.29 seconds."
wfa1_manifold_optimization,gaussian_rotated,5,1000,0.05,1,0.00014374918471063013,5.335283279418945,True,N/A,4.083345068235054e-11,25,-0.0,"Terminated - min grad norm reached after 25 iterations, 5.33 seconds."
wfa1_manifold_optimization,gaussian_rotated,5,1000,0.05,2,0.00015531100197906862,3.8416779041290283,True,N/A,5.327131044157899e-09,18,-0.0,"Terminated - min step_size reached after 18 iterations, 3.83 seconds."
wfa1_manifold_optimization,gaussian_rotated,5,1000,0.05,3,7.200813490813092e-05,4.439265251159668,True,N/A,1.9573912830927885e-09,21,-0.0,"Terminated - min step_size reached after 21 iterations, 4.43 seconds."
wfa1_manifold_optimization,gaussian_rotated,5,1000,0.05,4,0.00010926516010921377,5.150810956954956,True,N/A,1.954258531197426e-09,25,-0.0,"Terminated - min step_size reached after 25 iterations, 5.14 seconds."
wfa1_manifold_optimization,gaussian_rotated,5,1000,0.05,5,0.0003592579000002693,4.5864222049713135,True,N/A,4.984881539687181e-11,21,2.1372797337028752e-11,"Terminated - min grad norm reached after 21 iterations, 4.58 seconds."
wfa1_manifold_optimization,gaussian_rotated,5,1000,0.05,6,0.00022201959205432666,5.357359886169434,True,N/A,8.823992045385468e-10,25,0.0,"Terminated - min step_size reached after 25 iterations, 5.35 seconds."
wfa1_manifold_optimization,gaussian_rotated,5,1000,0.05,7,8.750600911790447e-05,4.8751220703125,True,N/A,0.0006263943638643748,22,2.99092945616062e-13,"Terminated - min step_size reached after 22 iterations, 4.87 seconds."
wfa1_manifold_optimization,gaussian_rotated,5,1000,0.05,8,0.00021021139241405063,6.374300956726074,True,N/A,2.9530565815598714e-10,30,0.0,"Terminated - min step_size reached after 30 iterations, 6.37 seconds."
wfa1_manifold_optimization,gaussian_rotated,5,1000,0.05,9,0.0003311130679357841,4.445218801498413,True,N/A,3.080879108798677e-09,21,-0.0,"Terminated - min step_size reached after 21 iterations, 4.44 seconds."
wfa1_manifold_optimization,gaussian_rotated,10,1000,0.05,0,0.0003167347565063204,4.81904411315918,True,N/A,1.0831951902535877e-09,23,-0.0,"Terminated - min step_size reached after 23 iterations, 4.81 seconds."
wfa1_manifold_optimization,gaussian_rotated,10,1000,0.05,1,0.0003458386457601985,5.311550855636597,True,N/A,2.515522691241823e-10,24,0.0,"Terminated - min step_size reached after 24 iterations, 5.30 seconds."
wfa1_manifold_optimization,gaussian_rotated,10,1000,0.05,2,0.00043811385975470434,4.49787712097168,True,N/A,1.191563852397284e-09,21,-0.0,"Terminated - min step_size reached after 21 iterations, 4.49 seconds."
wfa1_manifold_optimization,gaussian_rotated,10,1000,0.05,3,0.00041527148197712324,4.640765905380249,True,N/A,7.323266311470677e-10,22,-0.0,"Terminated - min step_size reached after 22 iterations, 4.63 seconds."
wfa1_manifold_optimization,gaussian_rotated,10,1000,0.05,4,0.0002511091511237637,5.447278022766113,True,N/A,2.8135116717881034e-09,25,0.0,"Terminated - min step_size reached after 25 iterations, 5.44 seconds."
wfa1_manifold_optimization,gaussian_rotated,10,1000,0.05,5,0.00028119846759176644,5.83571195602417,True,N/A,5.4463576439846436e-11,28,-0.0,"Terminated - min grad norm reached after 28 iterations, 5.83 seconds."
wfa1_manifold_optimization,gaussian_rotated,10,1000,0.05,6,0.00037149867247670025,5.9734578132629395,True,N/A,3.1820224844094626e-10,29,-0.0,"Terminated - min step_size reached after 29 iterations, 5.96 seconds."
wfa1_manifold_optimization,gaussian_rotated,10,1000,0.05,7,0.0003611700309862718,6.6650800704956055,True,N/A,6.71643753578991e-05,31,4.31005244240069e-13,"Terminated - min step_size reached after 31 iterations, 6.66 seconds."
wfa1_manifold_optimization,gaussian_rotated,10,1000,0.05,8,0.0002790163566088534,4.678433895111084,True,N/A,4.953634403039772e-10,22,-0.0,"Terminated - min step_size reached after 22 iterations, 4.67 seconds."
wfa1_manifold_optimization,gaussian_rotated,10,1000,0.05,9,0.00040899678126258844,5.221375942230225,True,N/A,1.7799235037272492e-09,25,-0.0,"Terminated - min step_size reached after 25 iterations, 5.21 seconds."
wfa1_manifold_optimization,gaussian_rotated,15,1000,0.05,0,0.0004165363632674172,6.352358102798462,True,N/A,7.288556820689118e-10,31,-0.0,"Terminated - min step_size reached after 31 iterations, 6.34 seconds."
wfa1_manifold_optimization,gaussian_rotated,15,1000,0.05,1,0.0006267737747723004,6.5405988693237305,True,N/A,6.447820762336334e-10,32,-0.0,"Terminated - min step_size reached after 32 iterations, 6.53 seconds."
wfa1_manifold_optimization,gaussian_rotated,15,1000,0.05,2,0.0005588735592957499,5.132380962371826,True,N/A,0.0006770752109979943,24,8.448471556951546e-13,"Terminated - min step_size reached after 24 iterations, 5.12 seconds."
wfa1_manifold_optimization,gaussian_rotated,15,1000,0.05,3,0.00046099568653795763,7.121772050857544,True,N/A,1.1885436172445337e-10,35,-0.0,"Terminated - min step_size reached after 35 iterations, 7.11 seconds."
wfa1_manifold_optimization,gaussian_rotated,15,1000,0.05,4,0.0006411505897478953,5.802234172821045,True,N/A,3.970170062628628e-10,28,-0.0,"Terminated - min step_size reached after 28 iterations, 5.79 seconds."
wfa1_manifold_optimization,gaussian_rotated,15,1000,0.05,5,0.0005941247741906826,4.878076076507568,True,N/A,2.40134201941717e-10,23,-0.0,"Terminated - min step_size reached after 23 iterations, 4.87 seconds."
wfa1_manifold_optimization,gaussian_rotated,15,1000,0.05,6,0.0004908947606933925,5.6006152629852295,True,N/A,4.613316562880621e-10,27,-0.0,"Terminated - min step_size reached after 27 iterations, 5.59 seconds."
wfa1_manifold_optimization,gaussian_rotated,15,1000,0.05,7,0.00044314744948228735,5.7788331508636475,True,N/A,3.856252149107157e-10,28,-0.0,"Terminated - min step_size reached after 28 iterations, 5.77 seconds."
wfa1_manifold_optimization,gaussian_rotated,15,1000,0.05,8,0.0005279806401561459,5.13269305229187,True,N/A,4.2067731678088085e-10,23,0.0,"Terminated - min step_size reached after 23 iterations, 5.12 seconds."
wfa1_manifold_optimization,gaussian_rotated,15,1000,0.05,9,0.0005918727835048659,5.39640998840332,True,N/A,6.995799496055321e-10,26,-0.0,"Terminated - min step_size reached after 26 iterations, 5.39 seconds."
wfa1_manifold_optimization,gaussian_rotated,25,1000,0.05,0,0.0009363562584832782,6.6850199699401855,True,N/A,4.1263028949690767e-10,32,-0.0,"Terminated - min step_size reached after 32 iterations, 6.68 seconds."
wfa1_manifold_optimization,gaussian_rotated,25,1000,0.05,1,0.0008941254568148387,7.188509941101074,True,N/A,3.327244244807689e-10,35,-0.0,"Terminated - min step_size reached after 35 iterations, 7.18 seconds."
wfa1_manifold_optimization,gaussian_rotated,25,1000,0.05,2,0.0009072171007329233,8.130227088928223,True,N/A,1.6468004848412024e-10,40,-0.0,"Terminated - min step_size reached after 40 iterations, 8.12 seconds."
wfa1_manifold_optimization,gaussian_rotated,25,1000,0.05,3,0.0009887738251792985,7.228363990783691,True,N/A,2.565984065441488e-10,35,-0.0,"Terminated - min step_size reached after 35 iterations, 7.22 seconds."
wfa1_manifold_optimization,gaussian_rotated,25,1000,0.05,4,0.0009726933580611693,6.629693031311035,True,N/A,7.634419599724312e-11,32,-0.0,"Terminated - min grad norm reached after 32 iterations, 6.62 seconds."
wfa1_manifold_optimization,gaussian_rotated,25,1000,0.05,5,0.0009676054686343212,6.28983998298645,True,N/A,8.78794338137462e-09,31,-0.0,"Terminated - min step_size reached after 31 iterations, 6.28 seconds."
wfa1_manifold_optimization,gaussian_rotated,25,1000,0.05,6,0.0008097008976979446,6.096693992614746,True,N/A,1.0418208061072583e-10,29,-0.0,"Terminated - min step_size reached after 29 iterations, 6.09 seconds."
wfa1_manifold_optimization,gaussian_rotated,25,1000,0.05,7,0.0008904145631609377,8.070213794708252,True,N/A,6.828859340341838e-10,40,-0.0,"Terminated - min step_size reached after 40 iterations, 8.06 seconds."
wfa1_manifold_optimization,gaussian_rotated,25,1000,0.05,8,0.0009780002447666131,8.267029047012329,True,N/A,6.085210055056397e-10,41,-0.0,"Terminated - min step_size reached after 41 iterations, 8.26 seconds."
wfa1_manifold_optimization,gaussian_rotated,25,1000,0.05,9,0.000769737089454043,6.852082967758179,True,N/A,1.7832185666568717e-10,33,-0.0,"Terminated - min step_size reached after 33 iterations, 6.84 seconds."
wfa1_manifold_optimization,gaussian_rotated,50,1000,0.05,0,0.00188190932255749,15.390034198760986,True,N/A,6.287784566102374e-10,77,-0.0,"Terminated - min step_size reached after 77 iterations, 15.38 seconds."
wfa1_manifold_optimization,gaussian_rotated,50,1000,0.05,1,0.0018780890090366864,9.81967306137085,True,N/A,8.391659642971186e-11,48,2.0671995168796e-08,"Terminated - min grad norm reached after 48 iterations, 9.81 seconds."
wfa1_manifold_optimization,gaussian_rotated,50,1000,0.05,2,0.0019316837496736728,12.445461988449097,True,N/A,3.2905309401495724e-10,62,-0.0,"Terminated - min step_size reached after 62 iterations, 12.44 seconds."
wfa1_manifold_optimization,gaussian_rotated,50,1000,0.05,3,0.0018490689289692558,12.295301914215088,True,N/A,3.376416009639601e-10,61,-0.0,"Terminated - min step_size reached after 61 iterations, 12.29 seconds."
wfa1_manifold_optimization,gaussian_rotated,50,1000,0.05,4,0.0019589589323204194,10.573374032974243,True,N/A,1.0935497455032654e-10,52,-0.0,"Terminated - min step_size reached after 52 iterations, 10.56 seconds."
wfa1_manifold_optimization,gaussian_rotated,50,1000,0.05,5,0.0020765782376419256,10.654712915420532,True,N/A,7.20740195452142e-11,52,-0.0,"Terminated - min grad norm reached after 52 iterations, 10.65 seconds."
wfa1_manifold_optimization,gaussian_rotated,50,1000,0.05,6,0.001930611471814062,11.563634157180786,True,N/A,2.639114679922717e-10,57,-0.0,"Terminated - min step_size reached after 57 iterations, 11.55 seconds."
wfa1_manifold_optimization,gaussian_rotated,50,1000,0.05,7,0.001757553111441223,13.634318828582764,True,N/A,5.522522924466163e-10,68,-0.0,"Terminated - min step_size reached after 68 iterations, 13.62 seconds."
wfa1_manifold_optimization,gaussian_rotated,50,1000,0.05,8,0.001824526855103566,16.275788068771362,True,N/A,1.7064514990512192e-10,81,-0.0,"Terminated - min step_size reached after 81 iterations, 16.27 seconds."
wfa1_manifold_optimization,gaussian_rotated,50,1000,0.05,9,0.0019392243851769073,12.740103006362915,True,N/A,2.1794098744324032e-10,63,-0.0,"Terminated - min step_size reached after 63 iterations, 12.73 seconds."
